"Achstattring","A",2,1,1,1,1,"MO"
"Kirschbaumweg","A",2,2,2,1,2,"MO"
"Kleebachstraße","B",1,3,2,1,4,"FR"
"Kleebergstr.","B",1,2,2,1,4,"FR"
"Kleine Mühlgasse","A",2,1,1,1,3,"DO"
"Kleinlindener Straße","B",1,3,2,1,4,"FR"
"Klingelbachweg","A",2,1,1,2,3,"MI"
"Klinikstr. 1 - 21","B",1,1,1,2,4,"DO"
"Klinikstr. 2 - 22","B",1,1,1,2,4,"DO"
"Klinikstr. 23 - Ende","A",2,2,1,1,4,"DI"
"Klosterweg","C",2,4,5,2,3,"MI"
"Kohlweg","A",2,2,2,2,1,"MI"
"Königgrätzer Straße","B",1,4,4,1,3,"MO"
"Konstantinbader  Straße","A",2,4,3,2,1,"DI"
"Kornblumenstr.","A",2,2,4,2,1,"MI"
"Kreuzplatz","A",2,1,1,1,3,"DO"
"Krofdorfer Straße","B",1,3,3,1,2,"MO"
"Kropbacher Weg","B",1,3,3,1,2,"MO"
"Krumstück","A",2,2,2,2,1,"MI"
"Kugelberg 1 - 63","D",1,4,4,1,3,"MO"
"Kugelberg 2 - 54","D",1,4,4,1,3,"MO"
"Kugelberg 70 - 74","A",2,2,2,1,2,"MO"
"Kugelberg 71 - 75","A",2,2,2,1,2,"MO"
"Lahnstr. 1 - 221","B",1,1,1,1,3,"DO"
"Lahnstr. 100 - 240","B",1,1,1,1,3,"DO"
"Lahnstr. 229","A",2,1,1,1,4,"FR"
"Landgrafenstr.","A",2,2,2,1,2,"DO"
"Landgraf-Philipp-Platz","A",2,2,2,1,2,"DO"
"Landmannstr.","B",1,4,4,1,3,"MO"
"Lange Ortsstr.","C",2,2,3,2,3,"MI"
"Langhansstr.","A",2,2,1,1,4,"DI"
"Lärchenwäldchen","B",1,4,4,1,3,"MO"
"Läufertsröder Weg","B",1,3,3,1,2,"MO"
"Launsbacher Weg 1 - 72","B",1,3,3,1,2,"MO"
"Launsbacher Weg 73 - Ende","A",2,1,6,1,2,"DO"
"Launsbacher Weg 74 - Ende","A",2,1,6,1,2,"DO"
"Lausköppel","C",2,4,5,2,3,"MI"
"Lehmweg","B",1,3,3,1,2,"MO"
"Leihgesterner Weg","B",1,2,2,1,4,"DI"
"Leimenkauter Weg 1 - 990","B",1,3,3,1,2,"MO"
"Leimenkauter Weg 991 - Ende","A",2,1,4,1,2,"DO"
"Leimenkauter Weg 992 - Ende","A",2,1,4,1,2,"DO"
"Lessingstr.","A",2,4,1,1,3,"DO"
"Licher Str. 1 - 104","B",1,4,4,1,3,"MO"
"Licher Str. 106","B",1,6,3,1,3,"MI"
"Licher Str. 108 - Ende","B",1,4,4,1,3,"MO"
"Lichtenauer Weg 1 - 41","A",2,2,2,2,1,"MI"
"Lichtenauer Weg 2 - 42","A",2,2,2,2,1,"MI"
"Lichtenauer Weg 43 - 63","A",2,1,7,1,1,"MO"
"Lichtenauer Weg 64 - Ende","A",2,1,3,1,1,"DO"
"Lichtenauer Weg 65 - Ende","A",2,1,3,1,1,"DO"
"Liebigstraße 23 - 107","B",1,2,2,1,4,"DI"
"Liebigstraße 24 - 96","B",1,2,2,1,4,"DI"
"Liebigstraße 8 - 18","A",2,1,1,1,3,"DO"
"Liebigstraße 9 - 21","A",2,1,1,1,3,"DO"
"Lilienweg","A",2,1,4,1,1,"MO"
"Lincolnstraße","B",1,3,2,2,2,"DI"
"Lindengasse","A",2,2,2,1,2,"DO"
"Lindenplatz","A",2,2,2,1,2,"DO"
"Lindenstraße","B",1,2,2,1,4,"FR"
"Löbers Hof","A",2,1,2,1,2,"DO"
"Löberstr.","A",2,4,1,1,3,"DO"
"Lonystr.","A",2,4,1,1,3,"DO"
"Louis-Frech-Str.","C",2,2,4,1,1,"MO"
"Löwengasse","A",2,1,1,1,3,"DO"
"Ludwig-Richter-Str.","A",2,2,4,2,1,"MI"
"Ludwig-Schneider-Weg","B",1,3,3,1,2,"MO"
"Ludwigsplatz 1 - Ende","A",2,4,1,1,2,"DO"
"Ludwigsplatz 2 - Ende","A",2,4,2,1,2,"DO"
"Ludwigstr. 1 - 53","A",2,4,1,1,3,"DO"
"Ludwigstr. 2 - 54","A",2,4,1,1,3,"DO"
"Ludwigstr. 55 - 77","B",1,2,2,1,4,"DI"
"Ludwigstr. 56 - 78","B",1,2,2,1,4,"DI"
"Lutherberg","C",2,1,1,1,3,"MI"
"Lützellindener Straße 1 - 27","A",2,1,1,1,4,"FR"
"Lützellindener Straße 2 - 32","A",2,1,1,1,4,"FR"
"Lützellindener Straße 29 - Ende","A",2,4,1,1,4,"FR"
"Lützellindener Straße 34 - Ende","A",2,4,1,1,4,"FR"
"Maigasse","A",2,1,1,1,3,"DO"
"Marburger Straße 1 - 41","A",2,3,2,1,1,"DO"
"Marburger Straße 2 - 36","A",2,1,2,1,1,"DO"
"Marburger Straße 240 - Ende","A",2,2,2,2,1,"MI"
"Marburger Straße 241 - 331","A",2,1,6,1,1,"MO"
"Marburger Straße 333 - 997","A",2,3,2,2,1,"MI"
"Marburger Straße 38 - 238","A",2,1,6,1,1,"MO"
"Marburger Straße 43 - 239","A",2,1,6,1,1,"MO"
"Marburger Straße 999 - Ende","A",2,1,4,1,1,"DO"
"Margarete-Bieber-Weg","A",2,1,1,1,1,"MO"
"Margaretenhütte","B",1,1,1,1,3,"DO"
"Maria-Birnbaum-Weg","B",1,3,3,1,2,"MO"
"Marie-Juchacz-Weg","A",2,1,1,1,1,"MO"
"Marienbader Str.","A",2,4,3,2,1,"DI"
"Marktlaubenstr.","A",2,2,2,1,2,"DO"
"Marktplatz","A",2,1,2,1,2,"DO"
"Marktstraße","A",2,1,2,1,2,"DO"
"Markwald","A",2,4,1,1,4,"FR"
"Marshallstraße","A",2,3,2,2,3,"DI"
"Mäusburg","A",2,1,1,1,3,"DO"
"Max-Eyth-Str.","C",2,2,7,1,3,"MI"
"Max-Reger-Str.","A",2,2,1,1,4,"DI"
"Meininger Weg","A",2,2,2,2,1,"MI"
"Meisenbornweg","B",1,1,1,1,3,"DO"
"Meißingerweg","A",2,2,2,2,1,"MI"
"Memeler Str.","D",1,4,5,1,3,"MO"
"Menzelstr.","C",2,2,4,1,1,"MO"
"Mildred-Harnack-Weg","A",2,1,1,1,1,"MO"
"Minna-Naumann-Weg","B",1,3,3,1,2,"MO"
"Mittelweg","B",1,1,1,2,4,"DO"
"Mittermaierstraße","A",2,2,4,1,2,"MO"
"Mohrunger Weg","B",1,3,3,1,2,"MO"
"Moltkestraße","A",2,1,2,1,2,"DO"
"Monroestraße","A",2,3,2,2,3,"DI"
"Moosweg","A",2,4,1,1,4,"FR"
"Möserstr.","A",2,2,2,2,1,"MI"
"Mozartstr.","A",2,2,1,1,4,"DI"
"Mühläckerring","A",2,2,2,2,1,"MI"
"Mühlhäuser Str.","A",2,2,2,2,1,"MI"
"Mühlstr.","A",2,1,1,1,3,"DO"
"Nahrungsberg","A",2,1,1,1,3,"MI"
"Narzissenweg","A",2,1,4,1,1,"MO"
"Nelkenweg","A",2,1,4,1,1,"MO"
"Nelly-Sachs-Weg","A",2,1,1,1,1,"MO"
"Netanyastr.","B",1,4,4,1,3,"MO"
"Neue Str.","A",2,2,4,2,1,"MI"
"Neuen Bäue","A",2,1,2,1,2,"DO"
"Neuenweg","A",2,1,1,1,3,"DO"
"Neustadt","A",2,1,2,1,2,"DO"
"Niebergallweg","A",2,4,1,1,4,"FR"
"Niederfeldstr.","A",2,2,4,2,1,"MI"
"Nonnenweg","C",2,4,5,2,3,"MI"
"Nordanlage 1 - 7","A",2,3,2,1,2,"DO"
"Nordanlage 2 - Ende","A",2,2,2,1,2,"DO"
"Nordanlage 9 - Ende","A",2,2,2,1,2,"DO"
"Nordhäuser Weg","A",2,2,2,2,1,"MI"
"Oberauweg","B",1,2,2,1,4,"DI"
"Oberer Gleiberger Weg","A",2,1,6,1,2,"DO"
"Oberer Hardthof","A",2,1,6,1,2,"DO"
"Obergarten","A",2,2,2,2,1,"MI"
"Obergasse","B",1,3,2,1,4,"FR"
"Oberlachweg","A",2,7,2,1,3,"MO"
"Oberlinweg","A",2,2,2,1,2,"MO"
"Ockerweg","A",2,2,2,2,1,"MI"
"Ohlebergsweg","A",2,2,2,1,4,"DI"
"Ostanlage","A",2,1,2,1,2,"DO"
"Otto-Behaghel-Str.","A",2,1,1,1,3,"MI"
"Pater-Delp-Str.","B",1,3,3,1,2,"MO"
"Paul-Schneider-Straße","B",1,3,3,1,2,"MO"
"Paul-Zipp-Str.","A",2,1,6,1,2,"DO"
"Pestalozzistr.","A",2,2,2,1,2,"MO"
"Petersweiher","C",2,4,5,2,3,"MI"
"Pfarrgarten","A",2,3,4,4,2,"DI"
"Pfingstweide","B",2,1,1,1,4,"FR"
"Philipp-Reis-Str.","B",1,4,3,1,2,"MO"
"Philipp-Scheidemann-Str.","A",2,3,4,2,1,"MI"
"Philosophenstraße 1 - 39","A",2,2,2,2,1,"MI"
"Philosophenstraße 116 - 118","A",2,2,2,1,2,"MO"
"Philosophenstraße 2 - 40","A",2,2,2,2,1,"MI"
"Philosophenwald","A",2,2,2,1,2,"MO"
"Pistorstraße","A",2,1,1,2,3,"MI"
"Platz der Deutsch.Einheit","A",2,1,2,1,2,"DO"
"Plockstr.","A",2,1,1,1,3,"DO"
"Posener Str.","D",1,4,5,1,3,"MO"
"Professorenweg","A",2,2,2,1,2,"MO"
"Rabenauer Straße","A",2,2,2,2,1,"MI"
"Rabenweg","B",1,4,4,1,3,"MO"
"Rambachweg","A",2,2,2,1,2,"MO"
"Rathenaustraße","A",2,1,1,2,3,"MI"
"Rehschneise","B",1,4,4,1,3,"MO"
"Reichelsberg","A",2,2,2,2,1,"MI"
"Reichenberger Str.","A",2,3,2,1,1,"DO"
"Reichensand","A",2,1,1,1,3,"DO"
"Reinhard-Strecker-Weg","A",2,2,2,2,1,"MI"
"Rheinfelser Straße","B",1,2,2,1,4,"FR"
"Richard-Schirrmann-Weg","A",2,1,6,1,2,"DO"
"Richard-Wagner-Str.","A",2,2,1,1,4,"DI"
"Riegelpfad","B",1,2,2,1,4,"DI"
"Riehlweg","A",2,4,1,1,4,"FR"
"Ringallee 21 - 61","A",2,1,2,1,2,"DO"
"Ringallee 22 - 64","A",2,1,2,1,2,"DO"
"Ringallee 68 - 102","C",2,2,4,1,1,"MO"
"Ringallee 79 - 101","C",2,2,4,1,1,"MO"
"Rittergasse","A",2,1,1,1,3,"DO"
"Riversplatz","B",1,4,2,1,3,"MO"
"Robert-Bosch-Str.","B",1,3,3,1,2,"MO"
"Robert-Sommer-Straße","A",2,2,1,1,4,"DI"
"Röderring","A",2,2,4,2,1,"MI"
"Rödgener Straße 1 - 65","A",2,2,3,1,3,"MO"
"Rödgener Straße 2 - 58","A",2,2,3,1,3,"MO"
"Rödgener Straße 60 - Ende","A",2,6,3,1,3,"MO"
"Rödgener Straße 66","A",2,3,2,2,3,"DI"
"Rödgener Straße 67 - Ende","A",2,6,3,1,3,"MO"
"Rodheimer Straße","B",1,3,3,1,2,"MO"
"Rodtbergstraße  1 - 35","A",2,3,2,1,1,"DO"
"Rodtbergstraße  2 - 34","A",2,3,2,1,1,"DO"
"Rodtbergstraße  36 - Ende","A",2,1,4,1,1,"MO"
"Rodtbergstraße  37 - Ende","A",2,1,4,1,1,"MO"
"Rodtgärten","A",2,1,1,1,1,"MO"
"Rodthohl","B",1,2,2,1,4,"DI"
"Röntgenstr.","B",1,2,2,1,4,"DI"
"Roonstr.","A",2,1,2,1,2,"DO"
"Rooseveltstraße","B",1,3,2,2,2,"DI"
"Rosengasse","C",2,2,3,2,3,"MI"
"Rosenpfad","A",2,1,4,1,1,"MO"
"Rosenweg","B",1,2,2,1,4,"FR"
"Rudolf-Diesel-Str.","C",2,2,7,1,3,"MI"
"Ruhbanksweg","C",2,2,3,2,3,"MI"
"Saarlandstr.","A",2,1,1,1,4,"FR"
"Salomestraße","B",1,3,3,1,2,"MO"
"Salzböder Weg","B",1,3,3,1,2,"MO"
"Sandacker","A",2,2,2,2,1,"MI"
"Sandfeld","A",2,1,1,1,1,"MO"
"Sandgasse","A",2,1,2,1,2,"DO"
"Sandkauter Weg","A",2,1,1,2,3,"MI"
"Schäferbrunnen","A",2,1,1,1,1,"MO"
"Schanzenstr.","A",2,1,1,1,3,"DO"
"Schießgärten","B",1,3,3,1,2,"MO"
"Schiffenberger Weg 1 - 327","A",2,1,1,2,3,"MI"
"Schiffenberger Weg 2 - 44","A",2,2,1,3,3,"DI"
"Schiffenberger Weg 329 - Ende","C",2,4,5,2,3,"MI"
"Schiffenberger Weg 46 - 56","A",2,5,4,2,3,"FR"
"Schiffenberger Weg 58 - 88","A",2,2,1,3,3,"DI"
"Schiffenberger Weg 90 - Ende","A",2,1,1,2,3,"MI"
"Schildberg","A",2,1,1,1,4,"FR"
"Schillerstr.","A",2,2,2,1,2,"DO"
"Schlachthofstr.","B",1,3,3,1,2,"MO"
"Schlangenzahl","B",1,1,1,1,4,"DI"
"Schlehdorn","A",2,4,1,1,4,"FR"
"Schlesische Str.","D",1,4,5,1,3,"MO"
"Schloßgasse","A",2,2,2,1,2,"DO"
"Schmalkaldener  Weg","A",2,2,2,2,1,"MI"
"Schöne Aussicht","A",2,3,2,2,1,"MI"
"Schottstr. 1 - 25","A",2,2,2,1,2,"DO"
"Schottstr. 2 - 32","A",2,2,2,1,2,"DO"
"Schottstr. 27 - Ende","A",2,3,2,1,2,"DO"
"Schottstr. 34 - Ende","A",2,3,2,1,2,"DO"
"Schubertstr. 2 ~ 41","B",1,2,1,1,4,"DI"
"Schubertstr. 42 ~ Ende","B",1,1,1,1,4,"DI"
"Schulstr.","A",2,1,2,1,2,"DO"
"Schustergasse","A",2,2,2,2,1,"MI"
"Schützenstraße","B",1,3,3,1,2,"MO"
"Schwalbachacker","B",1,3,3,1,2,"MO"
"Schwarzacker 2 ~ 30","B",1,2,1,1,4,"DI"
"Schwarzacker 31 ~ Ende","B",1,1,1,1,4,"DI"
"Schwarze Hohl","B",1,2,2,1,4,"FR"
"Schwarzlachweg","A",2,1,2,1,2,"DO"
"Schwimmbadweg","B",1,2,2,1,4,"FR"
"Seewiesenstr.","C",2,2,3,2,3,"MI"
"Sellnberg","C",2,3,4,1,1,"MO"
"Seltersweg","A",2,1,1,1,3,"DO"
"Senckenbergstraße","A",2,2,2,1,2,"DO"
"Siegmund-Heichelheim-Straße","B",1,1,1,1,4,"DI"
"Siemensstr.","A",2,1,1,2,3,"MI"
"Sommerberg","C",2,4,5,2,3,"MI"
"Sonnenstraße 1 - 9","A",2,2,2,1,2,"DO"
"Sonnenstraße 11 - 31","A",2,1,2,1,3,"DO"
"Sonnenstraße 2 - 4","A",2,2,2,1,2,"DO"
"Sonnenstraße 6 - 16","A",2,1,2,1,3,"DO"
"Sonnenweg","B",1,2,2,1,4,"FR"
"Spenerweg","A",2,2,2,1,2,"MO"
"Spitzwegring","A",2,1,4,1,1,"MO"
"Sportfeld","A",2,1,1,1,4,"FR"
"Sportplatzstr.","B",1,2,2,1,4,"FR"
"Stadtwald","B",1,4,4,1,3,"MO"
"Starenweg","C",2,3,4,1,1,"MO"
"Staufenbergring","A",2,3,2,2,1,"MI"
"Stefan-Bellof-Straße","B",1,4,4,1,3,"MO"
"Steinacker","C",2,2,3,2,3,"MI"
"Steinberger Weg","A",2,1,1,2,3,"MI"
"Steinerne Brücke 1 - 35","A",2,2,2,2,1,"MI"
"Steinerne Brücke 2 - 28","A",2,2,2,2,1,"MI"
"Steinerne Brücke 30 - Ende","A",2,3,2,2,1,"MI"
"Steinerne Brücke 37 - Ende","A",2,3,2,2,1,"MI"
"Steinhohl","B",1,2,2,1,4,"FR"
"Steinkaute","A",2,1,1,1,1,"MO"
"Steinstraße","A",2,1,2,1,2,"DO"
"Stephanstraße","A",2,4,1,1,3,"DO"
"Sternmark","A",2,2,1,3,3,"DI"
"Struppmühle","A",2,2,2,2,1,"MI"
"Struppmühlenweg","A",2,2,2,2,1,"MI"
"Struthstraße","C",2,2,3,2,3,"MI"
"Südanlage 1 - Ende","A",2,4,1,1,3,"DO"
"Südanlage 2 - 24","A",2,4,1,1,3,"DO"
"Südanlage 26 - Ende","A",2,1,1,1,3,"DO"
"Sudetenlandstr.","A",2,3,2,1,2,"DO"
"Südhang","C",2,1,1,1,3,"MI"
"Talstraße","A",2,1,1,2,3,"MI"
"Tannenweg","A",2,2,2,1,2,"MO"
"Taubenweg","C",2,3,4,1,1,"MO"
"Taunusstraße","B",1,2,2,1,4,"FR"
"Teichweg","A",2,3,2,2,1,"MI"
"Teilgärtenweg","B",1,3,2,1,4,"FR"
"Teufelslustgärtchen","A",2,1,1,1,3,"DO"
"Thaerstraße","A",2,2,1,1,4,"DI"
"Theodor-Storm-Weg","A",2,4,1,1,4,"FR"
"Thielmannweg","A",2,1,4,1,1,"MO"
"Thomastr.","C",2,2,4,1,1,"MO"
"Tiefenweg","A",2,1,1,1,3,"DO"
"Treiser Weg","A",2,2,2,2,1,"MI"
"Trieb","A",2,2,2,1,2,"MO"
"Triebstr.","B",1,3,2,1,4,"FR"
"Trillergäßchen","A",2,1,1,1,3,"DO"
"Troher Str.","C",2,2,3,2,3,"MI"
"Troppauer Str. 1 - 9","A",2,6,2,1,1,"DO"
"Troppauer Str. 11 - Ende","A",2,1,6,1,1,"MO"
"Troppauer Str. 18 - Ende","A",2,1,6,1,1,"MO"
"Troppauer Str. 2 - 16","A",2,6,2,1,1,"DO"
"Tulpenweg","A",2,1,4,1,1,"MO"
"Turnstr.","A",2,2,4,2,1,"MI"
"Ubbelohdeweg","C",2,2,4,1,1,"MO"
"Über der Seife","B",1,3,2,1,4,"FR"
"Udersbergstraße","C",2,2,3,2,3,"MI"
"Uferweg","A",2,1,4,1,2,"DO"
"Uhlandstr.","B",1,2,1,1,4,"DI"
"Unterer Hardthof","A",2,1,6,1,2,"DO"
"Untergasse","B",1,3,2,1,4,"FR"
"Unterhof","B",1,2,1,1,4,"DI"
"Unterm Hardtwäldchen","A",2,1,6,1,2,"DO"
"Ursulum","A",2,2,2,1,2,"MO"
"Versailler Str.","B",1,4,4,1,3,"MO"
"Vetzberger Weg","B",1,3,3,1,2,"MO"
"Vetzbergring","A",2,3,2,2,1,"MI"
"Vixröder Str.","A",2,2,2,2,1,"MI"
"Waagengasse","A",2,1,1,1,3,"DO"
"Wacholderbusch","A",2,4,1,1,4,"FR"
"Waldbrunnenweg","C",2,2,4,1,1,"MO"
"Waldfrieden","A",2,6,3,2,1,"FR"
"Waldstr.","B",1,2,2,1,4,"FR"
"Waldweide","A",2,4,1,1,4,"FR"
"Walltorstr.","A",2,2,2,1,2,"DO"
"Walter-Süskind-Straße","B",1,1,1,1,4,"DI"
"Wartweg","B",1,2,1,1,4,"DI"
"Washingtonstraße","B",1,3,2,2,2,"DI"
"Watzenborner Weg","A",2,1,1,2,3,"MI"
"Weidengasse","A",2,1,1,1,3,"DO"
"Weidigstr.","A",2,2,2,2,1,"MI"
"Weigelstr.","A",2,1,1,1,4,"FR"
"Weilburger Grenze","A",2,1,6,1,2,"DO"
"Weimarer Str.","A",2,2,2,2,1,"MI"
"Weingartenstr.","B",1,2,2,1,4,"FR"
"Weißerde","B",1,2,2,1,4,"DI"
"Welckerstr.","B",1,2,2,1,4,"DI"
"Wellersburgring","A",2,3,2,2,1,"MI"
"Werrastr.","A",2,3,2,1,2,"DO"
"Weserstr.","A",2,2,2,1,2,"DO"
"Westanlage","A",2,1,1,1,3,"DO"
"Wettenberger Weg","B",1,3,3,1,2,"MO"
"Wettenbergring","A",2,3,2,2,1,"MI"
"Wetzlarer Straße","A",2,1,1,1,4,"FR"
"Wetzsteinstr.","A",2,2,2,1,2,"DO"
"Wichernweg","A",2,2,2,1,2,"MO"
"Wiesecker Weg 1 - 59","C",2,2,4,1,1,"MO"
"Wiesecker Weg 2 - 64","C",2,2,4,1,1,"MO"
"Wiesecker Weg 61","C",2,2,6,1,1,"MO"
"Wiesecker Weg 63 - Ende","A",2,2,4,2,1,"MI"
"Wiesecker Weg 66 - Ende","A",2,2,4,2,1,"MI"
"Wiesenstr.","A",2,1,2,1,2,"DO"
"Wilhelm-Jung-Str.","A",2,1,1,1,4,"FR"
"Wilhelm-Leuschner-Straße","A",2,1,6,1,2,"DO"
"Wilhelm-Liebknecht-Str.","A",2,3,4,2,1,"MI"
"Wilhelm-Pfeiffer-Str.","B",1,1,1,1,4,"DI"
"Wilhelmstr.","B",1,2,2,1,4,"DI"
"Wilsonstr.","B",1,2,2,1,4,"DI"
"Winchesterstraße","B",1,4,4,1,3,"MO"
"Winckelmannstr.","A",2,2,2,2,1,"MI"
"Wingert","A",2,2,4,2,1,"MI"
"Wingertshecke","A",2,2,1,1,4,"DI"
"Wißmarer Weg 1 - 125","A",2,1,1,1,1,"MO"
"Wißmarer Weg 127 - Ende","A",2,1,4,1,1,"DO"
"Wißmarer Weg 140 - Ende","A",2,1,4,1,1,"DO"
"Wißmarer Weg 2 - 138","A",2,1,1,1,1,"MO"
"Wolfstr. 1 - 15","A",2,2,4,1,2,"MO"
"Wolfstr. 17 - Ende","B",1,4,4,1,3,"MO"
"Wolfstr. 2 - 18","A",2,2,4,1,2,"MO"
"Wolfstr. 20 - Ende","B",1,4,4,1,3,"MO"
"Wolkengasse","A",2,1,1,1,3,"DO"
"Zinzendorfweg","A",2,2,2,1,2,"MO"
"Zu den Mühlen","A",2,3,2,1,1,"DO"
"Zum Bahnhof","C",2,2,3,2,3,"MI"
"Zum Dorfplatz","B",1,2,2,1,4,"FR"
"Zum Kolbengraben","B",1,2,2,1,4,"FR"
"Zum Maiplatz","A",2,1,1,1,4,"FR"
"Zum Waldsportplatz","A",2,2,2,1,2,"MO"
"Zum Weiher","A",2,1,1,1,4,"FR"
"Zur Alten Eiche","C",2,2,3,2,3,"MI"
"Zur Großen Bleiche","B",1,3,3,1,2,"MO"
"Zur Kastanie","C",2,2,3,2,3,"MI"
